5,3
10,4
10,7
10,6
10,1
10,1
10,5
11,7
11,6
11,4
11,1
11,3
11,5
14,7
14,6
14,1
14,1
14,5
22,7
22,2
22,5
22,6
22,1
22,3
26,7
26,6
26,1
26,1
26,3
26,5
28,1
29,1
32,7
32,6
32,1
32,4
32,3
32,5
34,7
34,6
34,1
34,1
34,5
35,7
35,1
35,3
35,6
35,3
35,5
37,7
37,6
37,1
37,3
37,4
37,5
42,7
42,6
42,4
42,1
42,2
42,5
44,7
44,3
44,5
44,2
44,1
44,3
45,5
45,2
45,5
45,3
45,1
46,6
46,7
46,4
46,3
46,5
50,4
50,7
50,2
50,1
50,3
50,5
51,3
51,7
51,3
52,7
52,2
52,3
52,5
52,3
53,7
53,0
53,5
54,5
54,4
54,7
54,3
55,7
55,2
55,3
55,1
55,5
55,4
56,2
56,3
56,7
56,5
57,7
57,2
57,3
57,3
57,6
57,5
58,7
58,5
58,1
58,1
58,3
59,7
59,4
59,3
60,6
60,5
60,7
60,3
61,7
61,5
61,3
62,4
62,7
62,2
62,5
62,3
63,7
63,5
64,7
64,1
64,5
64,6
65,6
65,4
65,7
65,5
65,3
66,4
66,7
66,5
66,6
66,1
67,3
67,7
67,1
67,1
67,5
67,3
68,2
68,5
68,7
68,4
68,3
69,2
69,7
69,3
69,5
69,1
70,3
70,7
70,5
70,3
71,7
71,6
71,3
71,1
71,5
71,3
72,2
72,6
72,0
72,7
72,1
72,5
73,7
73,5
73,6
73,0
73,4
73,3
74,4
74,7
74,0
74,3
74,5
75,2
75,7
75,2
75,0
75,3
75,5
75,4
75,1
76,7
76,0
76,2
76,0
76,3
76,5
77,7
77,5
77,2
77,0
77,4
77,3
77,1
78,7
78,2
78,6
78,5
78,2
78,0
78,3
79,7
79,3
79,4
79,5
80,7
80,5
80,0
80,3
80,6
80,3
81,7
81,6
81,2
81,0
81,5
81,3
82,7
82,2
82,2
82,2
82,1
82,4
82,3
83,2
83,5
83,5
83,3
84,7
84,4
84,2
85,2
85,5
85,7
85,3
86,7
86,5
87,7
87,2
87,0
87,3
87,5
87,6
87,1
88,7
88,7
88,0
88,3
89,7
89,5
89,1
90,7
90,3
90,1
91,4
91,0
91,5
92,7
92,2
92,1
92,5
93,6
93,3
93,0
93,5
94,7
94,2
94,5
95,7
95,4
95,4
95,0
95,7
95,3
95,5
95,6
96,7
96,2
96,3
96,5
97,7
97,2
97,0
97,3
97,3
97,5
98,2
98,4
98,3
98,5
99,7
99,4
99,0
99,5
99,3
100,3
100,7
100,2
100,1
100,0
100,5
101,4
101,7
101,2
101,5
101,0
102,3
102,7
102,4
102,5
102,0
102,2
102,0
102,7
102,2
103,7
103,5
103,0
103,2
103,0
103,1
104,5
104,2
104,0
105,2
105,2
105,5
105,5
105,0
105,4
105,3
105,3
106,7
106,6
106,2
106,3
106,1
106,5
106,5
107,7
107,0
107,7
107,3
107,3
107,2
108,2
108,4
108,2
108,6
108,3
108,4
108,5
109,0
109,4
109,1
109,3
109,3
109,5
110,7
110,3
110,2
110,2
110,7
110,3
110,5
111,7
111,5
111,5
111,4
111,7
111,1
111,3
112,2
112,3
112,4
112,5
112,1
113,7
113,3
113,6
113,5
113,2
113,0
113,7
113,1
114,7
114,5
114,2
114,0
114,7
114,5
115,7
115,4
115,3
115,6
115,5
115,6
115,7
115,5
116,7
116,5
116,0
116,4
116,6
116,3
116,5
117,7
117,6
117,4
117,6
117,0
117,1
117,5
118,3
118,5
118,0
118,4
118,2
118,1
119,7
119,0
119,4
119,2
119,5
119,4
119,4
119,1
120,6
120,2
121,0
121,4
121,3
121,2
121,0
122,7
122,6
122,2
122,7
124,7
124,2
124,4
124,5
124,0
124,3
124,5
125,6
125,2
125,6
125,7
125,5
125,4
125,7
125,3
126,6
126,6
126,7
126,1
127,7
127,5
127,7
127,5
127,1
128,5
128,2
128,0
128,3
128,4
128,5
129,2
129,3
129,5
129,0
129,7
129,1
129,3
129,3
129,5
130,7
130,2
130,5
130,6
130,0
130,7
130,1
130,4
130,6
130,3
130,5
131,7
131,6
131,6
131,0
131,7
131,5
131,5
131,3
132,6
132,6
132,4
132,0
132,3
132,5
132,5
132,7
133,5
133,1
133,1
133,6
133,7
133,5
134,0
134,7
134,1
134,5
134,3
135,7
135,7
135,0
135,7
135,5
136,7
136,4
136,6
136,0
136,1
136,5
137,7
137,0
137,4
137,4
137,6
137,5
138,4
138,4
138,7
138,7
138,5
138,5
138,6
138,2
139,2
147,2
148,2
149,2
151,2
154,2
155,2
156,2
157,2
158,2
160,2
501,1
501,4
501,6
502,1
502,2
502,4
503,1
503,2
503,6
504,1
504,2
504,4
504,6
505,2
505,6
506,1
506,2
506,4
506,6
895,2
999,1
999,4
